43,8038927869; 50,4110622843;
43,8042308412; 50,4111886153;
43,8044766223; 50,4112755942;
43,8047238864; 50,4113608395;
43,8049687902; 50,4114487953;
43,8052147278; 50,4115355511;
43,8054625781; 50,4116200856;
43,8057083066; 50,4117071286;
43,8059549803; 50,4117930727;
43,8062016336; 50,4118790442;
43,8064492873; 50,4119638319;
43,8066958025; 50,4120499553;
43,8069409181; 50,4121377012;
43,8071854646; 50,4122260865;
43,8074279884; 50,4123167308;
43,8076724521; 50,4124052188;
43,8079163467; 50,4124943470;
43,8081630215; 50,4125802555;
43,8084144056; 50,4126604169;
43,8086686609; 50,4127368140;
43,8089222013; 50,4128141636;
43,8091738412; 50,4128940230;
43,8094281908; 50,4129702939;
43,8096811063; 50,4130484755;
43,8099310862; 50,4131304333;
43,8101796545; 50,4132141112;
43,8104221573; 50,4133047086;
43,8106467358; 50,4134123664;
43,8108586916; 50,4135301862;
43,8110637999; 50,4136528874;
43,8112755986; 50,4137707887;
43,8114944084; 50,4138834131;
43,8117157492; 50,4139939986;
43,8119376933; 50,4141040926;
43,8121577520; 50,4142157195;
43,8123783209; 50,4143269372;
43,8126010404; 50,4144363865;
43,8128261397; 50,4145438299;
43,8130509324; 50,4146515373;
43,8132746306; 50,4147601734;
43,8134994950; 50,4148678225;
43,8137209227; 50,4149783351;
43,8139407010; 50,4150901922;
43,8141598202; 50,4152025747;
43,8143834708; 50,4153112381;
43,8146074597; 50,4154196243;
43,8148378223; 50,4155223734;
43,8150649066; 50,4156280163;
43,8152892258; 50,4157361141;
43,8154474182; 50,4158163513;
43,8160554962; 50,4158570319;
43,8161899466; 50,4157407679;
43,8163569256; 50,4155963742;
43,8165239036; 50,4154519803;
43,8166883790; 50,4153064249;
43,8168516949; 50,4151603316;
43,8170150099; 50,4150142381;
43,8171783239; 50,4148681443;
43,8173418140; 50,4147221315;
43,8175058841; 50,4145763845;
43,8176699533; 50,4144306374;
43,8178340215; 50,4142848901;
43,8180026847; 50,4141413523;
43,8182156905; 50,4139683357;
43,8183710848; 50,4139351650;
43,8186457278; 50,4140424631;
43,8188836713; 50,4141378719;
43,8191178235; 50,4142370645;
43,8193556383; 50,4143326461;
43,8195995592; 50,4144217439;
43,8198474173; 50,4145062580;
43,8201019376; 50,4145822981;
43,8203566392; 50,4146580705;
43,8207162448; 50,4147505934;
43,8208050108; 50,4147650308;
43,8210926083; 50,4147793875;
43,8213461893; 50,4147628164;
43,8215336689; 50,4147505646;
43,8219600832; 50,4146291113;
43,8221637891; 50,4145054572;
43,8223528217; 50,4143730444;
43,8225320500; 50,4142347795;
43,8227116201; 50,4140966969;
43,8228919655; 50,4139590270;
43,8230723100; 50,4138213569;
43,8232526533; 50,4136836865;
43,8234127670; 50,4135362382;
43,8235710197; 50,4133878906;
43,8237292715; 50,4132395429;
43,8238875223; 50,4130911950;
43,8240457721; 50,4129428469;
43,8241958501; 50,4127917177;
43,8242343628; 50,4126777351;
43,8239078148; 50,4125648764;
43,8236311693; 50,4125365699;
43,8233522752; 50,4125150734;
43,8230743096; 50,4124895684;
43,8227934957; 50,4124872724;
43,8225140417; 50,4124692423;
43,8222377253; 50,4124373676;
43,8219653660; 50,4123936657;
43,8217831509; 50,4123056443;
43,8220443449; 50,4122659234;
43,8223234307; 50,4122862871;
43,8226026544; 50,4123057342;
43,8228804685; 50,4123324939;
43,8231568842; 50,4123645063;
43,8234363735; 50,4123820218;
43,8237167458; 50,4123935570;
43,8239974876; 50,4124004099;
43,8242775398; 50,4124015256;
43,8245809964; 50,4123477917;
43,8247564182; 50,4122773320;
43,8249494856; 50,4121136290;
43,8251185804; 50,4119702515;
43,8252875674; 50,4118268227;
43,8254548561; 50,4116825832;
43,8256221437; 50,4115383434;
43,8257894303; 50,4113941034;
43,8259567160; 50,4112498632;
43,8261305808; 50,4111088823;
43,8263074723; 50,4109694009;
43,8264843627; 50,4108299193;
43,8266563932; 50,4106880144;
43,8268251355; 50,4105444700;
43,8269938767; 50,4104009254;
43,8271626169; 50,4102573806;
43,8273313561; 50,4101138355;
43,8274970079; 50,4099688311;
43,8276624374; 50,4098237220;
43,8278278660; 50,4096786126;
43,8279958156; 50,4095346963;
43,8281647370; 50,4093912401;
43,8283336574; 50,4092477837;
43,8285025768; 50,4091043271;
43,8286674863; 50,4089591021;
43,8288174612; 50,4088072904;
43,8289674351; 50,4086554785;
43,8291174081; 50,4085036664;
43,8292673564; 50,4083518445;
43,8294166319; 50,4081997524;
43,8295659065; 50,4080476600;
43,8297151801; 50,4078955675;
43,8297935303; 50,4078157372;
43,8299752167; 50,4075777130;
43,8298344246; 50,4075610091;
43,8296195162; 50,4076764963;
43,8293876922; 50,4077317316;
43,8294644704; 50,4075742435;
43,8296276663; 50,4074283448;
43,8298486442; 50,4073249595;
43,8300513276; 50,4074371853;
43,8302254215; 50,4073311452;
43,8304381629; 50,4072139122;
43,8306453717; 50,4070926815;
43,8308447656; 50,4069664847;
43,8310226022; 50,4068282025;
43,8311722832; 50,4066762753;
43,8313180311; 50,4065228160;
43,8314607828; 50,4063681894;
43,8316035335; 50,4062135628;
43,8317462833; 50,4060589359;
43,8318834223; 50,4059023217;
43,8320129577; 50,4057430140;
43,8321424921; 50,4055837062;
43,8322720258; 50,4054243982;
43,8324015585; 50,4052650902;
43,8325286417; 50,4051049806;
43,8326551871; 50,4049446951;
43,8327565505; 50,4048133130;
43,8326252455; 50,4046253952;
43,8323778907; 50,4045452093;
43,8321081276; 50,4044959530;
43,8318394371; 50,4044436410;
43,8315685290; 50,4043961712;
43,8312998433; 50,4043439294;
43,8310306694; 50,4042926750;
43,8307590752; 50,4042468204;
43,8304874814; 50,4042009651;
43,8302158881; 50,4041551092;
43,8299442952; 50,4041092526;
43,8296727029; 50,4040633954;
43,8294011110; 50,4040175375;
43,8291334548; 50,4039634343;
43,8288644156; 50,4039118965;
43,8285944339; 50,4038623265;
43,8283247692; 50,4038120662;
43,8280553518; 50,4037612437;
43,8277842184; 50,4037143885;
43,8275135827; 50,4036663679;
43,8272432233; 50,4036176448;
43,8269739332; 50,4035666850;
43,8267005998; 50,4035253141;
43,8264279763; 50,4034820444;
43,8261573631; 50,4034339732;
43,8258855817; 50,4033886461;
